;sentiment;text
6180;0;@SouthwestAir how come on mobile I can't proceed w/o entering a postcode at purchase. I'm from Ireland and I don't have a postcode just.
4514;0;"@SouthwestAir you should have assigned seating, because now my cousin &amp; I probably can't sit together on our flight tomorrow.. Thanks."
6513;1;@southwestair #fattuesday Great job celebrating #mardigras today at Atlanta Airport. Another reason I'm nuts for you! http://t.co/8WBzOrRn3C
428;0;@VirginAmerica Now, when will we see VirginAmerica come to Philadelphia (PHL).
6577;0;@SouthwestAir needs to offer a college student discount so i can fly home 😭😭
2250;-1;@united Flight has been delayed for another hour so only have 24 mins to transit at LAX... Extremely unlikely I will make it!
1305;-1;@united never ever again will I be Flight Booking Problems a flight with United or any affiliate if there is a chance to get on a United flight
6056;1;@SouthwestAir I love you guys! Had to take a few other airlines this week...makes me love and appreciate y'all so much more! #onlywaytofly
6432;1;@SouthwestAir thanks for the drink tickets hook up! Can't wait for my first international flight with you to NAS! #pumped
6271;1;@SouthwestAir @love_dragonss LAUREN IM SCREAMING
961;0;@united I need the phone number to baggage claim in LAX, my mom left her phone and someone called saying they would put it there but on
5919;0;@SouthwestAir for my travel I see bz class and get away are sld out. Anytime is available . How do I know how many anytime are available?
9763;1;@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM
0;0;@VirginAmerica What @dhepburn said.
748;0;@united I sent in my feedback.  Thank you.
12241;0;@AmericanAir Are you expecting delays/Cancelled Flightlations at Dallas on 25/26th due to the snow? Nothing like Monday I hope!
1285;0;@united DM sent as requested. Make sure you follow back so you can DM me back. Thanks
8934;0;@JetBlue @EllaHenderson Ah! Wish I was there! Good luck!
6575;1;@SouthwestAir Thanks for the response. Was able to get my situation resolved. Not a fan of Mother Nature today. :)
6747;0;@JetBlue I hope so because I fly very often and would hate to change airlines.
8783;1;@JetBlue That's great! Thank you.
5504;1;"@SouthwestAir Ahah😃💕🎵 That is why
I love SW✈❗(^^)❤"
3228;-1;@united just changed again.  This is crazy! #YourAgentsHaveNoClue http://t.co/A37N3oHOKL
9622;-1;@USAirways. wow, awful customer service.
12085;1;"@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick."
9125;-1;"@USAirways @AmericanAir Day 3 &amp; still no luggage Chkd http://t.co/MbLTALr4BS STATUS=AWAITING ASGMNT TO DRIVER Since yest 10:15am"
151;0;@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?
13580;0;@AmericanAir When did they start to sell water @AdmiralsClub ?
2847;-1;@united If a business decision is made that inconveniences and possibly causes lost customers, is it a good business decision? #Cranky
3036;1;@united thnx ^LO :-)
12850;-1;@AmericanAir Took a flight yesterday fron TPA-DFW-AUS. Bag went to IAH. Today bag went to IAH-DFW and then back to IAH. Still no bag!
9166;-1;@USAirways  Three months and my miles haven't been credited.  No one is going to read the email I sent.
5978;-1;@SouthwestAir, rude customer svc, won't accommodate an earlier flight w/o $400 charge. US Mail takes priority over customers. #badservice
7323;0;@JetBlue you're taking me to New Orleans in two weeks so I'll picture that while I shiver #forevercold
9336;1;@USAirways thanks for the reply. On a good note, the pilot nailed the landing. Seriously. Kudos.
5856;0;@SouthwestAir do you have any tickets to the Atlanta show? I would love to go with my sister ♥️🙏
406;1;@VirginAmerica great. Well deserved.
10038;-1;@USAirways 4 hrs and counting today alone... like I don't have other things to accomplish today than to just keep holding!!!
12206;0;@AmericanAir @dfwairport That's DFW!? OMG! Yeah cold, everywhere!
241;0;@virginamerica spruce moose!
8788;-1;Always been a @JetBlue fan but maybe next time I'll fly @VirginAmerica for real customer service.
5103;0;@SouthwestAir can you speed up your flight from AZ to Omaha? I need to see muh boy ✈️
10325;0;@USAirways I intend to..very much. My 4,000 followers will as well.
8893;0;@JetBlue Haha. I figured that. I was meaning there's no return flights out of Charlotte. It's like N/A for a week plus
4593;0;@SouthwestAir any deals to orlando in April/may??
1593;-1;@united how can a plane that has been sitting in a hanger all day have numerous mechanical problems. Doesn't anyone actually do maintenance
1279;-1;@united they're not, actually. gate agent was so rude. now standing in a line waiting for reFlight Booking Problems. missed the only flight to STI. awful.
4189;-1;@united Priceless. United stranded my daughter at O'Hare. United did zero to keep her safe.....alone on a plastic chair for 9h! # United Air
10041;0;@USAirways @USAirways I used my AAdvantage Number connected to the USAirways when I booked tickets for friends. Will it benefit my account?
8468;0;@JetBlue is yr site having trouble for mobile check in ?
7632;-1;@JetBlue @fllairport best way to kill nine hours at the airport when all flights are full and the airline won't put you standby? #stranded
5084;1;@SouthwestAir Southwest Airline is THE way to go!
5634;0;"@SouthwestAir now accepting #Apple's Passbook app for boarding passes. App works on #iPhone &amp; #iPodTouch, not #iPad. http://t.co/XxSaomBdGS"
4656;1;@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!
3396;1;@united Thank you for responding so promptly! I look forward to the 240 kms drive to the office to file a claim.
9694;-1;@USAirways you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours.
7716;1;@JetBlue thank you for taking care of me with a drink since my in-flight entertainment wasn't working #goodcustomerservice
13172;-1;@AmericanAir - I'd be happy to hold on the phone, but your phone system is not allowing that and simply hangs up.
2593;-1;@United Brothers baggage was lost on route to 2015 Panamerican Cross Country Cup Championship in Columbia. His race is Sunday. Please help.
2319;-1;@united how long does it take to get a response from your customer service about a complaint done through email?
7102;0;"@JetBlue Tell me more 😳...

Because I need a 1 way to NYC, and I might choose you"
648;-1;@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused
13425;1;@AmericanAir ok thank you. What if I can't get a hold of someone to get a new flight?
13526;-1;@AmericanAir trying to talk 2 customer service to add lap child and can't get a hold of anybody. I need help!!!!!
8276;1;@JetBlue @TSA JetBlue never disappoints !
12215;0;"@AmericanAir please email me at temorris2010@hotmail.com. willing to discuss my experience &amp; give another try would like to speak directly"
11394;-1;@USAirways No access to Dividend Miles and for a week the automated phone keeps telling me to call back Late Flightr. #FRUSTRATED #LivePersonPlease
11413;-1;@USAirways 40 minutes to put my TSA number in… 40 mins… and stop holding people hostage with requiring a dividends miles acct. @tsa
1182;-1;@united already done that. the answer i got was... oops we can give you miles and we're very sorry. but who pays for my discomfort for 9 h?
8769;-1;@JetBlue Are there issues with the mobile boarding passes? My app keeps crashing when I try accessing. Thanks!
8633;1;.@JetBlue handled @0xjared's question like social media pros. Good practice for when our transportation systems are all run by friendly AIs!
12513;-1;@AmericanAir terror story my luggage was delayed both ways on an international flight for over 5 days total #angrycustomer
11941;1;@AmericanAir thank you for the confirmation.
378;1;"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines."
2557;-1;@united my flight out of BGM Cancelled Flightled last night, I get a hotel voucher, but had to pay for a cab back. Worse cab experience ever
4939;-1;@SouthwestAir we've been at the gate a long time. We're gonna miss our connection at MDW. Ack! http://t.co/qRXvZFrD1Z
7767;0;"@JetBlue I sure hope you guys get me to DC to speak tomorrow! &amp; @JohnNosta &amp; @United: I'm winning here with @JetBlue"
2678;1;@united. You guys made my day. Treated me well. Thank you!!!
3061;0;@united just kidding with you I'll send you my stuff now. Thanks
10304;-1;"@usairways I've been on hold since 11:30pm how many customer service reps do you have?
 #seriously"
5465;0;@SouthwestAir my father was kind enough to offer to pay for a hotel, but I can't use this coupon if he pays from FL. no help?
12070;0;@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?
5178;1;"@SouthwestAir three cheers to your Denver staff. Don't know if we 
will get out but they're keeping us smiling. http://t.co/RX8z53M7yy"
11166;1;@USAirways - so far so good this week. SAV to CLT boarded BEFORE the departure time (first time in 4 weeks). Perhaps an on time departure?!
8725;1;@JetBlue thank you for help and quick response
1622;-1;“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” inconvience*
4961;1;@SouthwestAir  Mad love http://t.co/4ojrSDWPkK NYC-
8629;1;@JetBlue 's free wifi on board is the best thing that's happened since sliced bread
13666;-1;".@AmericanAir @USAirways Add insult to injury you guys ""misplaced"" my bag. 

Can't believe you have to pay money to be treated this poorly."
12612;-1;@americanair flight veers off icy runway at @dfwairport. Most DFW flights Cancelled Flighted Mon http://t.co/Q37pOWn6uv @Cowboycerrone figures right?
12045;-1;"@AmericanAir no thanks.  As I said, being denied miles that expired one week ago was the last drop for me; plan to avoid AA as possible."
3432;-1;@united what a joke. Hang up on customers!!
10782;0;@USAirways Yes, it was Sunday.
4548;0;@SouthwestAir @Imaginedragons I tried. 😔 It's okay
11314;1;@USAirways shout out to the pilots and FC attendant(Eliz) of US 673. Super strong crosswinds during landing. Eliz did a super job throughout
1198;0;@united @scotthroth scott, need a good book suggestion?
7753;0;@JetBlue are we scheduled to depart as scheduled?
14240;0;@AmericanAir Considering it was purchased on the 21st and I attempted to use it again on the 21st I believe it would fit these parameters.
13524;0;@AmericanAir thank you...I know it's a busy for you today but any help would be appreciated...
3071;1;@united awesome new plane flight 1701
11100;-1;@USAirways I keep missing my updated connections. Need to make it to #JAX to be in my friend's wedding! #strandedattheairport
6766;0;@JetBlue Hello Good afternoon how are you, I need know how much flying for summer from june 13th.
8472;1;@JetBlue @T5Sparrow Love it. They're cute
1847;-1;@united no. I need you to have more than 2 agents at check in.
5719;0;@SouthwestAir yes, thank you. Just sent DM.
2672;-1;@united passengers seated, crew ready #WheresThePilot? Flt1088 from ORD. Hope he isn't at the bar.
5984;0;@SouthwestAir @FortuneMagazine. I'm flying on one right this minute
5687;-1;@SouthwestAir If you could get me on the 12:15 flight! My 10:10 has been delayed until 1:05.
7459;0;@JetBlue hope so! looks nice and warm in San Juan 🌴
7623;0;@JetBlue  will do.
4590;1;@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.
